km_driven,age,location,brand,model,vehicle_type,engine_capacity,origin,price
22000,10,Quận 4,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,16.0
60000,19,Quận 4,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,5.5
43000,9,Quận 4,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,18.5
30000,9,Quận 4,SYM,Attila,Tay ga,100 - 175 cc,Hàn Quốc,7.8
12000,13,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Nước khác,210.0
35000,8,Quận 4,Yamaha,Nvx,Tay ga,100 - 175 cc,Đang cập nhật,13.2
200,3,Quận 4,Hãng khác,Dòng khác,Xe số,Trên 175 cc,Việt Nam,7.5
20000,14,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Nước khác,181.5
60000,9,Quận 4,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,16.9
10000,5,Quận 4,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,32.5
27000,6,Quận 4,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0
6000,2,Quận 4,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,72.0
49,19,Quận 4,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,13.0
10000,7,Quận 4,Yamaha,Nvx,Tay ga,100 - 175 cc,Đang cập nhật,21.99
39999,7,Quận 4,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
50000,7,Quận 4,Honda,Winner,Tay côn/Moto,100 - 175 cc,Đang cập nhật,14.5
100000,13,Quận 4,Honda,Air Blade,Tay ga,50 - 100 cc,Việt Nam,8.0
14000,14,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,105.0
8888,18,Quận 4,Yamaha,Mio,Xe số,100 - 175 cc,Thái Lan,2.0
50000,11,Quận 4,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,10.0
28668,14,Quận 4,Piaggio,Liberty,Tay ga,100 - 175 cc,Nước khác,9.5
100,13,Quận 4,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,3.5
44488,17,Quận 4,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,4.5
50000,13,Quận 4,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,8.0
25000,10,Quận 4,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,16.0
8888,18,Quận 4,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Hàn Quốc,3.0
0,5,Quận 4,Yamaha,Janus,Tay ga,100 - 175 cc,Nước khác,13.5
100000,17,Quận 4,Honda,Future,Xe số,100 - 175 cc,Việt Nam,29.0
40000,5,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,15.5
22330,9,Quận 4,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,17.999999
50000,13,Quận 4,Honda,Dòng khác,Tay ga,100 - 175 cc,Đang cập nhật,1.234567
14500,6,Quận 4,Yamaha,Dòng khác,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0
100000,9,Quận 4,Honda,Wave,Xe số,50 - 100 cc,Đang cập nhật,10.0
15000,7,Quận 4,Yamaha,Nvx,Tay ga,100 - 175 cc,Đang cập nhật,21.0
50000,19,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,13.5
31000,4,Quận 4,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,26.5
12345,14,Quận 4,SYM,Elizabeth,Tay ga,100 - 175 cc,Việt Nam,4.0
55000,11,Quận 4,Honda,PCX,Tay ga,100 - 175 cc,Việt Nam,28.0
66000,12,Quận 4,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,18.0
46000,7,Quận 4,SYM,Dòng khác,Xe số,100 - 175 cc,Việt Nam,8.0
8888,19,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,6.5
100000,19,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,6.5
8888,25,Quận 4,Honda,Future,Xe số,100 - 175 cc,Thái Lan,7.5
1369,3,Quận 4,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0
30000,12,Quận 4,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,7.5
20000,14,Quận 4,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
8888,16,Quận 4,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,4.3
100000,22,Quận 4,Yamaha,Jupiter,Xe số,100 - 175 cc,Nhật Bản,5.5
18000,6,Quận 4,Suzuki,GZ,Tay côn/Moto,100 - 175 cc,Trung Quốc,50.0
20000,23,Quận 4,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,14.3
4000,5,Quận 4,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,63.0
8888,8,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,62.0
39000,14,Quận 4,Honda,Click,Tay ga,100 - 175 cc,Việt Nam,11.8
30000,11,Quận 4,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,20.0
3450,3,Quận 4,Kawasaki,Vulcan,Tay côn/Moto,Trên 175 cc,Nhật Bản,163.0
3000,8,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,62.0
5000,1,Quận 4,Hãng khác,Dòng khác,Tay ga,Dưới 50 cc,Việt Nam,14.0
17000,2,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,13.5
54276,13,Quận 4,SYM,Amigo,Tay ga,50 - 100 cc,Nước khác,2.2
8888,13,Quận 4,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,6.0
8888,12,Quận 4,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,5.0
2000,6,Quận 4,Honda,SH,Tay ga,Trên 175 cc,Nước khác,286.0
50000,11,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,48.0
36000,13,Quận 4,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.0
22000,14,Quận 4,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,180.0
20000,8,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,42.0
10000,6,Quận 5,Yamaha,MT,Tay côn/Moto,100 - 175 cc,Nhật Bản,55.000008
61000,14,Quận 5,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,6.3
9000,5,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nước khác,285.0
6000,6,Quận 5,Honda,Dòng khác,Tay ga,100 - 175 cc,Thái Lan,95.0
19999,6,Quận 5,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,28.0
29000,13,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nước khác,195.0
10000,5,Quận 5,Yamaha,MT,Tay côn/Moto,100 - 175 cc,Nhật Bản,56.0
1000,4,Quận 5,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,35.0
7000,4,Quận 5,Honda,MSX 125,Tay côn/Moto,100 - 175 cc,Thái Lan,32.0
27000,8,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,59.0
10000,5,Quận 5,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,23.0
6975,2,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,92.0
123,17,Quận 5,Honda,Cub,Xe số,Dưới 50 cc,Nhật Bản,50.0
20000,6,Quận 5,Honda,Rebel,Tay côn/Moto,Trên 175 cc,Nhật Bản,80.0
12000,12,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,215.0
70000,18,Quận 5,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,10.0
36000,11,Quận 5,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,13.5
9000,1,Quận 5,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nhật Bản,42.5
99999,20,Quận 5,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,25.5
5,14,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,145.0
7000,5,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,50.0
20000,14,Quận 5,Honda,PCX,Tay ga,100 - 175 cc,Đang cập nhật,35.0
34567,16,Quận 5,SYM,Elizabeth,Tay ga,100 - 175 cc,Việt Nam,4.7
50000,7,Quận 5,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,33.0
10000,2,Quận 5,Yamaha,Mio,Tay ga,100 - 175 cc,Nước khác,23.0
10000,21,Quận 5,Honda,Dylan,Tay ga,100 - 175 cc,Nước khác,9.0
30000,16,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nước khác,100.0
2600,3,Quận 5,Ducati,Multistrada,Tay côn/Moto,Trên 175 cc,Nước khác,395.0
35000,14,Quận 5,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,9.5
8000,3,Quận 5,Honda,SH,Tay ga,Trên 175 cc,Thái Lan,115.0
20000,13,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,6.99
23000,3,Quận 5,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,53.0
30000,10,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,32.0
20000,22,Quận 5,Honda,Dylan,Tay ga,100 - 175 cc,Đang cập nhật,11.0
0,7,Quận 5,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,34.0
20000,11,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,27.0
21000,4,Quận 5,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,27.5
1764,1,Quận 5,Hãng khác,Dòng khác,Xe số,Dưới 50 cc,Đang cập nhật,14.0
34800,4,Quận 5,Piaggio,Medley,Tay ga,100 - 175 cc,Nước khác,50.0
29000,13,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,215.0
38000,15,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nước khác,110.0
1234,16,Quận 5,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,6.8
20000,15,Quận 5,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,6.8
1000,1,Quận 5,Yamaha,PG-1,Xe số,100 - 175 cc,Đang cập nhật,29.3
80000,14,Quận 5,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,5.8
860,2,Quận 5,SYM,Elite,Tay ga,Dưới 50 cc,Việt Nam,18.0
4500,1,Quận 5,Yamaha,Freego,Tay ga,100 - 175 cc,Việt Nam,28.5
11500,7,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,72.0
75000,2,Quận 5,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,16.5
12345,6,Quận 5,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,14.0
30000,25,Quận 5,Yamaha,YAZ,Tay côn/Moto,100 - 175 cc,Đang cập nhật,65.0
25000,15,Quận 5,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,5.599
39561,4,Quận 5,Yamaha,Exciter,Xe số,50 - 100 cc,Việt Nam,8.0
5000,1,Quận 5,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,38.0
100000,21,Quận 5,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,1.0
1234,14,Quận 5,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,4.9
57000,16,Quận 5,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,10.5
3340,2,Quận 5,Hãng khác,Dòng khác,Tay ga,Dưới 50 cc,Đang cập nhật,13.0
99999,27,Quận 5,Piaggio,Dòng khác,Xe số,100 - 175 cc,Nước khác,31.0
100000,15,Quận 5,SYM,Attila,Tay ga,50 - 100 cc,Việt Nam,4.0
25403,6,Quận 5,Honda,Lead,Tay ga,100 - 175 cc,Nhật Bản,27.0
55555,11,Quận 5,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,11.5
11000,8,Quận 5,Honda,SH,Tay ga,Trên 175 cc,Đang cập nhật,147.0
15000,9,Quận 5,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,7.2
38000,14,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,120.0
25400,6,Quận 5,Honda,Lead,Tay ga,100 - 175 cc,Nhật Bản,30.0
13000,5,Quận 5,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
4382,24,Quận 5,Honda,Dream,Xe số,50 - 100 cc,Nhật Bản,15.0
1234,14,Quận 5,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,4.7
37000,10,Quận 5,Yamaha,Nozza,Tay ga,100 - 175 cc,Nhật Bản,7.5
12000,6,Quận 5,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,13.9
21020,18,Quận 5,SYM,Attila,Tay ga,100 - 175 cc,Việt Nam,3.5
29800,15,Quận 5,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,43.5
4800,3,Quận 5,Honda,Chaly,Xe số,Dưới 50 cc,Đang cập nhật,10.0
19000,3,Quận 5,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,36.5
50000,20,Quận 5,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,20.0
90000,7,Quận 5,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,15.0
4740,3,Quận 5,Honda,Chaly,Xe số,Dưới 50 cc,Việt Nam,10.0
50000,7,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,65.0
59000,13,Quận 5,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.0
30000,3,Quận 5,Honda,Future,Xe số,100 - 175 cc,Việt Nam,28.0
1234,18,Quận 5,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,4.8
35000,16,Quận 5,Honda,SH,Tay ga,100 - 175 cc,Nước khác,102.0
18000,7,Quận 5,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,18.9
55555,15,Quận 5,Honda,Future,Xe số,100 - 175 cc,Việt Nam,34.0
54678,14,Quận 5,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
4667,8,Quận 5,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,13.8
8888,23,Quận 5,Honda,Dream,Xe số,50 - 100 cc,Trung Quốc,3.0
14000,10,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,22.8
25,10,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,123.456789
40000,17,Quận 6,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,3.8
50000,26,Quận 6,Suzuki,Sport / Xipo,Tay côn/Moto,100 - 175 cc,Nước khác,225.0
515,17,Quận 6,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,4.6
15000,6,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,22.5
14000,1,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,48.0
0,21,Quận 6,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,23.5
4400,1,Quận 6,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,31.0
20000,3,Quận 6,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Nước khác,30.0
13000,15,Quận 6,SYM,Wolf,Tay côn/Moto,100 - 175 cc,Trung Quốc,25.0
99000,11,Quận 6,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,8.9
99000,11,Quận 6,Yamaha,Sirius,Xe số,Other,Đang cập nhật,9.0
26000,1,Quận 6,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,9.8
35000,12,Quận 6,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,10.5
23000,10,Quận 6,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,33.0
76000,8,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,73.0
40000,2,Quận 6,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,25.5
2554,4,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,68.0
69000,8,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,18.9
37422,9,Quận 6,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,20.5
49116,2,Quận 6,Kawasaki,Kawasaki,Xe số,50 - 100 cc,Nhật Bản,18.0
20000,9,Quận 6,Honda,SH,Tay ga,Trên 175 cc,Nước khác,140.0
35000,7,Quận 6,Honda,Blade,Xe số,100 - 175 cc,Việt Nam,12.0
15000,14,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,82.0
7000,1,Quận 6,Honda,Future,Xe số,100 - 175 cc,Việt Nam,42.0
52000,7,Quận 6,Yamaha,Nvx,Tay ga,100 - 175 cc,Nhật Bản,22.68
51000,8,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Ấn Độ,60.0
12345,12,Quận 6,Yamaha,Jupiter,Xe số,100 - 175 cc,Nhật Bản,6.9
60000,18,Quận 6,Honda,Shadow,Tay côn/Moto,Trên 175 cc,Nhật Bản,39.0
41318,8,Quận 6,Honda,Wave,Xe số,Other,Việt Nam,12.0
24000,7,Quận 6,Honda,Future,Xe số,100 - 175 cc,Việt Nam,27.0
30000,8,Quận 6,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,23.0
4000,18,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,8.0
2000,1,Quận 6,Yamaha,Grande,Tay ga,100 - 175 cc,Việt Nam,46.8
112655,9,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,43.0
26000,8,Quận 6,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0
10000,13,Quận 6,Piaggio,Liberty,Tay ga,100 - 175 cc,Đức,8.0
20000,19,Quận 6,Honda,Dylan,Tay ga,100 - 175 cc,Nước khác,15.0
1810,1,Quận 6,Yamaha,Grande,Tay ga,100 - 175 cc,Việt Nam,46.8
55000,12,Quận 6,SYM,Shark,Tay ga,100 - 175 cc,Việt Nam,8.5
2000,15,Quận 6,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,55.0
26000,3,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,35.5
32000,15,Quận 6,Honda,Wave,Tay ga,100 - 175 cc,Nhật Bản,8.0
35000,10,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,46.0
27000,15,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,95.0
4169,3,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,28.0
9000,2,Quận 6,Yamaha,Nvx,Tay ga,100 - 175 cc,Đang cập nhật,43.6
2200,1,Quận 6,Yamaha,Grande,Tay ga,100 - 175 cc,Việt Nam,46.8
12345,12,Quận 6,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,8.8
20000,7,Quận 6,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,18.0
1000,10,Quận 6,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,24.5
100000,16,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,70.0
50000,20,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,33.0
60668,15,Quận 6,Yamaha,Jupiter,Xe số,100 - 175 cc,Nhật Bản,6.2
45000,17,Quận 6,SYM,Dòng khác,Tay ga,100 - 175 cc,Việt Nam,7.5
50000,19,Quận 6,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,50.9
9500,1,Quận 6,Yamaha,Nvx,Tay ga,100 - 175 cc,Việt Nam,46.0
13000,4,Quận 6,Piaggio,Sprint,Tay ga,100 - 175 cc,Nước khác,62.0
8000,11,Quận 6,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,6.8
30000,11,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,8.5
44000,16,Quận 6,Honda,Wave,Xe số,50 - 100 cc,Đang cập nhật,16.0
2000,4,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,85.0
55000,6,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,25.0
13000,1,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,72.0
8820,6,Quận 6,Triumph,Dòng khác,Tay côn/Moto,Trên 175 cc,Mỹ,360.0
1000,16,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Nước khác,113.0
40800,17,Quận 6,Honda,PS,Tay ga,100 - 175 cc,Nước khác,22.0
15000,6,Quận 6,Benelli,TNT,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.0
30000,9,Quận 6,Yamaha,Luvias,Tay ga,100 - 175 cc,Nhật Bản,8.9
7000,1,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,78.0
15000,13,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,23.0
16500,6,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,32.0
4400,1,Quận 6,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,31.0
50000,18,Quận 6,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,3.2
1000,13,Quận 6,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,24.0
61000,9,Quận 6,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,21.0
12000,3,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,28.8
22000,10,Quận 6,Honda,SH,Tay ga,Trên 175 cc,Đang cập nhật,111.0
7000,2,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,42.0
12345,15,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.686868
20000,26,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,4.2
26000,16,Quận 6,Honda,CB,Tay côn/Moto,Trên 175 cc,Mỹ,145.0
28700,6,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,13.0
99999,18,Quận 6,Honda,Air Blade,Tay côn/Moto,100 - 175 cc,Đang cập nhật,8.888888
2,23,Quận 6,Piaggio,Dòng khác,Tay ga,100 - 175 cc,Nước khác,25.0
23790,4,Quận 6,Yamaha,Nvx,Tay ga,100 - 175 cc,Nhật Bản,36.0
13000,10,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,17.5
3393,2,Quận 6,Honda,CB,Tay côn/Moto,Trên 175 cc,Thái Lan,168.8
90000,8,Quận 6,Honda,Click,Tay ga,100 - 175 cc,Thái Lan,46.5
99999,15,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,3.5
10000,3,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,20.0
50000,12,Quận 6,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,12.0
10000,17,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,3.0
61356,16,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,6.5
40800,17,Quận 6,Honda,PS,Tay ga,100 - 175 cc,Nước khác,22.0
81000,28,Quận 6,Honda,Cub,Xe số,100 - 175 cc,Nhật Bản,155.0
108197,12,Quận 6,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,13.5
50000,15,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.5
16500,6,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,29.0
39000,6,Quận 6,Yamaha,Nvx,Tay ga,100 - 175 cc,Nhật Bản,21.0
20000,23,Quận 6,Hãng khác,Dòng khác,Tay ga,50 - 100 cc,Việt Nam,5.0
2000,6,Quận 6,Honda,Rebel,Tay côn/Moto,Trên 175 cc,Thái Lan,100.0
598,1,Quận 6,Yamaha,PG-1,Xe số,100 - 175 cc,Nhật Bản,32.0
30000,16,Quận 6,SYM,Attila,Tay ga,100 - 175 cc,Việt Nam,1.8
8500,1,Quận 6,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,37.0
27000,4,Quận 6,Yamaha,Freego,Tay ga,100 - 175 cc,Việt Nam,17.4
20000,4,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,39.8
50000,6,Quận 6,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Nước khác,16.5
60000,13,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.0
19000,3,Quận 6,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,28.5
32000,2,Quận 6,Honda,SH Mode,Tay ga,100 - 175 cc,Nhật Bản,60.0
4000,15,Quận 6,SYM,Attila,Tay ga,50 - 100 cc,Việt Nam,4.0
55555,25,Quận 6,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Việt Nam,4.0
3700,3,Quận 6,Hyosung,Dòng khác,Tay ga,50 - 100 cc,Hàn Quốc,15.5
22000,9,Quận 6,Honda,SH,Tay ga,Trên 175 cc,Nước khác,118.888888
7000,13,Quận 6,Suzuki,Hayate,Tay ga,100 - 175 cc,Thái Lan,5.0
61000,10,Quận 6,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,21.0
50000,11,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,8.9
14900,4,Quận 6,Yamaha,Freego,Tay ga,100 - 175 cc,Nhật Bản,22.0
40000,6,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,35.0
80000,11,Quận 6,Suzuki,Hayate,Tay ga,100 - 175 cc,Đang cập nhật,3.9
88888,9,Quận 6,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Trung Quốc,2.7
23000,15,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Nước khác,140.0
77800,12,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,13.5
40000,6,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Đang cập nhật,46.8
20000,3,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,65.0
5000,6,Quận 6,Honda,CBR,Tay côn/Moto,100 - 175 cc,Đang cập nhật,35.0
40000,3,Quận 6,Honda,ADV 150,Tay ga,100 - 175 cc,Nước khác,63.0
61000,7,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,51.0
23000,8,Quận 6,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,24.0
400,1,Quận 6,Kawasaki,W175,Tay côn/Moto,Trên 175 cc,Thái Lan,57.0
80000,6,Quận 6,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,30.0
57968,22,Quận 6,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,17.0
8123,2,Quận 6,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,77.0
696,1,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,17.0
6245,2,Quận 6,Honda,Future,Xe số,100 - 175 cc,Việt Nam,35.0
30000,3,Quận 6,Honda,Cub,Xe số,Dưới 50 cc,Nhật Bản,17.0
85000,11,Quận 6,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,12.5
29000,5,Quận 6,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,22.0
101039,7,Quận 6,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,22.0
29000,7,Quận 6,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,42.5
50000,26,Quận 6,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,29.5
